stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,ObjectId
9618, 13 MILE RD & GROESBECK SE, ,42.524041,-82.946121, , ,118
10020,SQUIRREL & FEATHERSTONE, ,42.651618,-83.219841, , ,119
10067,MAIN ST @ CLAWSON CITY H, ,42.537081,-83.146566, , ,120
10179,CENTERPOINT @  MARRIOTT, ,42.606518,-83.25217, , ,121
10699,W MAPLE @ GILBERT LAKE R, ,42.544973,-83.276298, , ,122
10880,BALDWIN @ LAKE ANGELUS, ,42.69954,-83.306926, , ,123
10946,GRATIOT @ PARK ST, ,42.60268,-82.874881, , ,124
11039,PERRY & GLENWOOD, ,42.650903,-83.283483, , ,125
12328,GARFIELD @ GRILLO, ,42.592321,-82.952237, , ,126
11124,CIVIC CENTER @ CENTRAL PK BL, ,42.479981,-83.243381, , ,127
656,GREENFIELD & 13 MILE RD., ,42.518246,-83.20366, , ,128
11218,ORCHARD LAKE @ WALNUT LAKE RD, ,42.557975,-83.361318, , ,129
12351,GRATIOT @ 14 MILE RD, ,42.540141,-82.908355, , ,130
723,BIG BEAVER & CROOKS NW, ,42.56206,-83.167881, , ,131
11268,MIDDLEBELT @ (ACROSS HANOVE, ,42.268925,-83.328385, , ,132
10417,GRATIOT @ VFW, ,42.484893,-82.94504, , ,133
18168,7 MILE @ LENORE, ,42.428975,-83.281511, , ,134
11145,TELEGRAPH @ FRANKLIN RD S, ,42.479233,-83.285548, , ,135
18276,GRATIOT @ RUSSELL, ,42.343398,-83.038993, , ,136
11261,CENTRAL CITY @ WARREN, ,42.33937,-83.399355, , ,137
18282,GRATIOT @ McNICHOLS, ,42.426615,-82.98349, , ,138
12367,HARPER @ METRO PARKWAY, ,42.569058,-82.871742, , ,139
11480,TELEGRAPH @ 13 MILE RD, ,42.514353,-83.285961, , ,140
11410,JOHN R @ 8 MILE RD SE, ,42.446253,-83.102713, , ,141
843,VAN DYKE & 15 MILE RD SE, ,42.550131,-83.02863, , ,142
13783,GRATIOT @ VAN DYKE, ,42.378636,-83.014943, , ,143
18455,10 MILE RD @ MACOMB, ,42.47983,-82.9428, , ,144
12539,MICHIGAN @ AMERICAN RD, ,42.31304,-83.20784, , ,145
13938,WOODWARD @ NEVADA, ,42.423833,-83.109198, , ,146
929,GARFIELD & METRO PARKWAY, ,42.567338,-82.950936, , ,147
11429,KELLY @ SPINDLER, ,42.471103,-82.926635, , ,148
11728,10 MILE RD @ MANHATTAN, ,42.480608,-82.903635, , ,149
18460,10 MILE RD @ FERN, ,42.479615,-82.959996, , ,150
12603,OUTER DRIVE @ CHERRY HILL, ,42.311371,-83.261898, , ,151
13966,WOODWARD @ CHANDLER, ,42.374425,-83.075868, , ,152
1038,JEFFERSON & JOS.  CAMPAU, ,42.339616,-83.019235, , ,153
11430,W JEFFERSON @ X FROM VISGER, ,42.25578,-83.13908, , ,154
11755,SCHOENHERR @ STONEGATE, ,42.541048,-82.989355, , ,155
18526,FARMINGTON RD @ ORCHARD, ,42.462751,-83.376355, , ,156
12986,JOHN R @ REMINGTON, ,42.44251,-83.102571, , ,157
14010,GRATIOT @ JOS CAMPOU, ,42.355136,-83.030536, , ,158
1059,LAKESHORE & KERBY, ,42.404441,-82.886993, , ,159
11452,NORTHWESTERN @ SHREWSBERRY, ,42.522388,-83.345185, , ,160
11771,15 MILE RD @ GOETZ NS, ,42.550871,-83.043586, , ,161
11425,KELLY @ EGO, ,42.452848,-82.938333, , ,162
18764,15 MILE RD @ HAYES, ,42.553048,-82.969565, , ,163
12998,TELEGRAPH @ GRAND RIVER, ,42.425311,-83.277283, , ,164
14036,GRATIOT @ HOLCOMB, ,42.388417,-83.008075, , ,165
1175,12 MILE RD. & HALSTEAD, ,42.497585,-83.416393, , ,166
1181,12 MILE RD. & GREENFIELD, ,42.50287,-83.202483, , ,167
1243,TELEGRAPH & 13 MILE RD, ,42.51425,-83.28547, , ,168
9589,OAKLAND UNIVERSITY, ,42.672551,-83.218076, , ,169
10468,NORTHLINE @ DEVOE SE, ,42.213341,-83.21226, , ,170
10689,E. MAPLE RD @ RUGBY, ,42.547111,-83.202961, , ,171
10701,W MAPLE @ BRADFORD, ,42.545323,-83.26158, , ,172
10747,CHERRY HILL @ N. HIGHLAND, ,42.31273,-83.269701, , ,173
10759,TELEGRAPH @ ANN ARBOR TRAI, ,42.350178,-83.273596, , ,174
10848,11 MILE RD @ ARDEN PARK CIR, ,42.4856,-83.323298, , ,175
10853,11 MILE RD @ ORCHARD LAKE R, ,42.484621,-83.357058, , ,176
10867,MOROSS @ COUNTRY CLUB L, ,42.41111,-82.89583, , ,177
10885,SOUTHFIELD @ PORTER, ,42.25346,-83.188481, , ,178
11068,FORT & VREELAND, ,42.182435,-83.189165, , ,179
11148,10 MILE RD @ BARBARA FRITCH, ,42.473161,-83.227248, , ,180
11211,E. MAPLE RD @ MAPLELAWN, ,42.547651,-83.174366, , ,181
11292,WOODWARD @ WEBSTER SW, ,42.510578,-83.17939, , ,182
11298,14 MILE RD X FROM TONAWANDA, ,42.53241,-83.189831, , ,183
11339,HARPER @ X FROM MEADOWBRIDGE L, ,42.564286,-82.87094, , ,184
11441,12 MILE RD @ STANBURY, ,42.499325,-83.3538, , ,185
11464,ORCHARD LAKE @ FIRWOOD, ,42.51839,-83.359745, , ,186
11531,MICHIGAN @ INKSTER, ,42.293441,-83.31257, , ,187
11727,MASONIC @ GREATER MACK, ,42.530796,-82.882383, , ,188
11753,SCHOENHERR @ BATHGATE, ,42.554773,-82.989243, , ,189
11760,14 MILE RD @ DEQUINDRE NE, ,42.535008,-83.084911, , ,190
11777,EUREKA RD @ BURR, ,42.197486,-83.273183, , ,191
11787,PARDEE @  12350 PARDEE, ,42.216385,-83.25411, , ,192
11921,BIDDLE @ ELM, ,42.202303,-83.149746, , ,193
12012,GREENFIELD @ MORRISON, ,42.508368,-83.203168, , ,194
12066,14 MILE RD @ GRANT NS, ,42.531853,-83.209286, , ,195
12123,W. MAPLE RD @ INKSTER, ,42.54387,-83.320676, , ,196
12203,VAN DYKE @ MENGE, ,42.4897,-83.027548, , ,197
12284,MAIN ST @ ROTH BLVD, ,42.536915,-83.146391, , ,198
12311,GARFIELD @ 19 MILE RD NE, ,42.613488,-82.952845, , ,199
12411,15 MILE RD @ GOLDEN, ,42.554725,-82.904858, , ,200
12524,OAKWOOD & X FROM OAKWOOD HOSPITAL, ,42.292281,-83.212593, , ,201
12888,MICHIGAN @ CENTRAL FARSIDE, ,42.331223,-83.13854, , ,202
12949,SCHOENHERR @ MANNING, ,42.440808,-82.985238, , ,203
13092,MICHIGAN @ BUSHEY, ,42.331271,-83.114491, , ,204
13988,WOODWARD @ DETROIT INST OF ARTS, ,42.35978,-83.066149, , ,205
14001,GRATIOT @ BEAUBIEN, ,42.336723,-83.044126, , ,206
14044,GRATIOT @ GEORGIA, ,42.395596,-83.003833, , ,207
14054,GRATIOT @ GUNSTON, ,42.4089,-82.994663, , ,208
14325,WOODWARD @ HARMON, ,42.39071,-83.086851, , ,209
14397,VAN DYKE @ PALMETTO, ,42.40801,-83.023368, , ,210
14467,VAN DYKE @ MONTLIEU, ,42.409703,-83.02321, , ,211
17971,JEFFERSON @ CHENE, ,42.33836,-83.022191, , ,212
18127,8 MILE RD @ GARY, ,42.446793,-83.10923, , ,213
18430,10 MILE RD @ PHLOX, ,42.47952,-82.955928, , ,214
18467,W JEFFERSON @ E JOSEPH, ,42.253801,-83.139796, , ,215
18495,GRAND RIVER @ BRITTANY HILL, ,42.468775,-83.406856, , ,216
18505,GRAND RIVER @ BROOKDALE, ,42.459723,-83.36437, , ,217
18542,12 MILE RD @ BALMORAL, ,42.499825,-83.32829, , ,218
18602,ORCHARD LAKE @ BURBANK, ,42.509283,-83.35903, , ,219
18696,9 MILE RD @ HILTON, ,42.460931,-83.12352, , ,220
18704,WOODWARD @ W CAMBOURNE, ,42.463108,-83.136585, , ,221
18738,14 MILE RD @ GRATIOT, ,42.539753,-82.910056, , ,222
18873,CHARLEVOIX @ WASHINGTON RD, ,42.396948,-82.911471, , ,223
18924,CHALFONTE @ LOTHROP, ,42.407001,-82.909755, , ,224
18937,KERCHEVAL @ WHITTIER, ,42.386775,-82.925713, , ,225
19407,MIDDLEBELT @ CARLYSLE, ,42.282808,-83.32891, , ,226
19464,FORT ST @ PARIS, ,42.257203,-83.171585, , ,227
19475,FORT ST @ NEW YORK, ,42.23317,-83.180676, , ,228
19710,DEQUINDRE @ JENIFER, ,42.499778,-83.085468, , ,229
19741,JOHN R @ LA SALLE, ,42.517881,-83.106178, , ,230
19901,WOODWARD @ WILSON, ,42.622015,-83.28129, , ,231
19945,TELEGRAPH @ HAZEL, ,42.627251,-83.325175, , ,232
19967,TELEGRAPH @ JOY RD, ,42.357768,-83.274661, , ,233
20107,MIDDLEBELT @ JOAN, ,42.26256,-83.328623, , ,234
20161,GRATIOT @ FLORIDA, ,42.5139,-82.925458, , ,235
20353,WOODWARD @ RAVENA, ,42.522006,-83.18988, , ,236
20430,12 MILE RD @ MONTEREY, ,42.501558,-83.254268, , ,237
20459,13 MILE RD @ WOODGATE, ,42.516601,-83.239296, , ,238
20473,EVERGREEN @ GOLDWIN, ,42.47592,-83.240615, , ,239
20477,CIVIC CTR DR @  XLOIS LANE, ,42.479186,-83.257908, , ,240
20547,GREENFIELD @ ALBERT, ,42.512151,-83.203613, , ,241
20576,SOUTHFIELD @ X FROM BED BATH & BEYOND, ,42.521068,-83.223353, , ,242
20721,HARPER @ MASONIC SW, ,42.532028,-82.888678, , ,243
20748,HARPER @ ROSEDALE, ,42.457688,-82.911566, , ,244
20778,HARPER @ SHARE NS, ,42.52757,-82.892636, , ,245
116,SOUTHLAND CENTER, ,42.201325,-83.252933, , ,246
432,TELEGRAPH & NORTHLINE SW, ,42.211473,-83.269018, , ,247
628,WOODWARD & 8 MILE RD, ,42.445422,-83.124646, , ,248
839,VAN DYKE & HARPER, ,42.388261,-83.021461, , ,249
988,HARPER & 10 MILE, ,42.481061,-82.901155, , ,250
1098,9 MILE RD. & GRATIOT SE, ,42.464571,-82.956548, , ,251
1145,DEQUINDRE & 11 MILE RD., ,42.490121,-83.085166, , ,252
1159,12 MILE RD.  & VANDYKE, ,42.50674,-83.02925, , ,253
1223,13 MILE RD. & GRATIOT NW, ,42.52478,-82.919958, , ,254
1239,13 MILE RD. & SOUTHFIELD, ,42.517126,-83.224165, , ,255
1246,13 MILE RD. & SOUTHFIELD, ,42.517023,-83.222575, , ,256
1284,15 MILE RD. & LIVERNOIS, ,42.548311,-83.145676, , ,257
9604,CHERRY HILL & STARLITE, ,42.66803,-83.320008, , ,258
17986,JEFFERSON @ PARKER, ,42.352101,-82.99355, , ,259
18805,FORD RD @ HARRISON, ,42.325843,-83.32047, , ,260
18383,GRATIOT @ SEMRAU, ,42.470666,-82.954355, , ,261
14062,GRATIOT @ FILBERT, ,42.417571,-82.988973, , ,262
18414,9 MILE RD @ LEXINGTON, ,42.465341,-82.934566, , ,263
18938,KERCHEVAL @ THREE MILE, ,42.385766,-82.928573, , ,264
13632,CASS @ TEMPLE, ,42.342166,-83.05867, , ,265
11445,12 MILE RD @ GOLFPOINT, ,42.497726,-83.423243, , ,266
11797,TELEGRAPH @ HAIG, ,42.23797,-83.269273, , ,267
11614,TELEGRAPH @ CHICAGO, ,42.362505,-83.275678, , ,268
13764,McNICHOLS @ GRATIOT, ,42.426908,-82.983568, , ,269
19013,MACK @ HAWTHORNE, ,42.446046,-82.906193, , ,270
11652,WOODWARD @ X FROM OXFORD, ,42.494691,-83.163478, , ,271
14039,GRATIOT @ MC CLELLAN, ,42.390225,-83.007393, , ,272
11975,BALDWIN @ GALLOGLY, ,42.689376,-83.304893, , ,273
18452,KELLY @ STEPHENS, ,42.473226,-82.926698, , ,274
19155,HARPER @ LITTLESTONE, ,42.431701,-82.923138, , ,275
11698,12 MILE RD @ XBELL, ,42.5014,-83.271699, , ,276
11498,CHARLEVOIX @ BUCKINGHAM, ,42.388301,-82.935566, , ,277
14065,GRATIOT @ ROCHELLE, ,42.423135,-82.985316, , ,278
14143,MICHIGAN @ TRENTON, ,42.330158,-83.146408, , ,279
12011,GREENFIELD @ EDWARDS NS, ,42.505548,-83.20304, , ,280
18474,W JEFFERSON @ CHARLOTTE, ,42.253865,-83.140081, , ,281
19163,HARPER @ HAWTHORNE NS, ,42.447453,-82.91597, , ,282
11729,GREATER MACK @ 9 MILE RD NS, ,42.46562,-82.89796, , ,283
11594,WOODWARD @ WILSON, ,42.622571,-83.282148, , ,284
14365,VAN DYKE @ ROLAND, ,42.396621,-83.022906, , ,285
14148,MICHIGAN @ PROCTOR, ,42.331168,-83.135918, , ,286
12098,W MAPLE RD X FROM TILBURY, ,42.545928,-83.240821, , ,287
18509,GRAND RIVER @ LAKEWAY, ,42.45842,-83.361031, , ,288
19198,E JEFFERSON @ COTTRELL, ,42.54143,-82.860941, , ,289
11761,15 MILE RD IFO CHERRYWOOD, ,42.549431,-83.085023, , ,290
11600,HURON @ CHEROKEE, ,42.635581,-83.313715, , ,291
14570,JEFFERSON @ ALGONQUIN, ,42.370316,-82.95712, , ,292
14863,FORT @ 24TH, ,42.316338,-83.080476, , ,293
12108,COOLIDGE @ DORCHESTER NW, ,42.54956,-83.186526, , ,294
18513,GRAND RIVER @ WARNER, ,42.464221,-83.374621, , ,295
19235,JOHN R @ HARRY NS, ,42.456306,-83.103556, , ,296
11943,ALLEN RD @ EUCLID, ,42.265618,-83.20072, , ,297
11973,ADAMS @ AUBURN, ,42.63353,-83.209875, , ,298
12007,GREENFIELD @ OXFORD, ,42.493571,-83.202468, , ,299
12190,VAN DYKE @ X FROM SUNBURST, ,42.485815,-83.027675, , ,300
12204,10 MILE RD @ LAWRENCE, ,42.477255,-83.031681, , ,301
12209,10 MILE RD @ MACARTHUR, ,42.477556,-83.017233, , ,302
12272,14 MILE RD @ SHEFIELD, ,42.533903,-83.126666, , ,303
12330,GARFIELD @ BRIDGEWOOD COMMONS, ,42.588525,-82.952081, , ,304
12359,GRATIOT @ PRICE, ,42.563936,-82.89432, , ,305
12365,GRATIOT @ IROQUOIS, ,42.578805,-82.884355, , ,306
12440,MONROE @ PARK, ,42.304068,-83.243206, , ,307
12514,MICHIGAN & X FROM MERCURY DR, ,42.314026,-83.202706, , ,308
12889,MICHIGAN @ MARTIN, ,42.331151,-83.126841, , ,309
13003,TELEGRAPH @ FLORENCE, ,42.409393,-83.277283, , ,310
13264,HARPER & GARLAND, ,42.393896,-83.000766, , ,311
13945,WOODWARD @ GREENDALE, ,42.426973,-83.111313, , ,312
13960,WOODWARD @ ARDEN PK, ,42.38668,-83.084133, , ,313
13989,WOODWARD @ CANFIELD NW, ,42.35238,-83.06142, , ,314
14058,GRATIOT @ FLANDERS, ,42.413048,-82.991945, , ,315
14169,MICHIGAN @ WILLIAMS, ,42.331565,-83.08906, , ,316
14324,WOODWARD @ CALVERT, ,42.389103,-83.08612, , ,317
14857,FORT @ FERDINAND, ,42.310735,-83.093431, , ,318
16659,FORT @ CASS, ,42.329236,-83.05093, , ,319
17980,JEFFERSON @ CONCORD, ,42.345806,-83.004786, , ,320
18232,GRATIOT @ GRAND BLVD SW, ,42.372613,-83.019028, , ,321
18264,WOODWARD @ X FROM STATE FAIR AV, ,42.439163,-83.12031, , ,322
18410,9 MILE RD @ BEACONSFIELD, ,42.465708,-82.922963, , ,323
18424,9 MILE RD @ HAYES, ,42.464786,-82.966975, , ,324
18447,KELLY @ SPRENGER, ,42.453636,-82.93792, , ,325
18472,W JEFFERSON @ UNION, ,42.256178,-83.139286, , ,326
18502,GRAND RIVER @ GROVE, ,42.463418,-83.372905, , ,327
18584,NORTHWESTERN & NORTH ORCHARD PLACE, ,42.524556,-83.350398, , ,328
18600,MIDDLEBELT @ LIBERTY, ,42.451616,-83.336776, , ,329
18664,GRAND RIVER @ MUIRWOOD, ,42.469006,-83.403423, , ,330
18752,14 MILE RD @ FRASER NS, ,42.538941,-82.942735, , ,331
18758,13 MILE RD @ GROSEBECK, ,42.524176,-82.94698, , ,332
18968,CHARLEVOIX @ BALFOUR, ,42.387515,-82.937776, , ,333
19249,JOHN R @ MAPLEDALE, ,42.472908,-83.104335, , ,334
19373,11 MILE RD @ MEADOWCREST, ,42.489248,-83.16626, , ,335
19459,FORT ST @ GARFIELD, ,42.24777,-83.178021, , ,336
19479,FORT ST @ GODDARD, ,42.222791,-83.18152, , ,337
19877,GREENFIELD @  KMART, ,42.483986,-83.201991, , ,338
20021,GRAND RIVER @ IMPERIAL HWY, ,42.431756,-83.294926, , ,339
20154,GRATIOT @ BROHL, ,42.499221,-82.934995, , ,340
20212,12 MILE RD @ HILLVIEW, ,42.509653,-82.939963, , ,341
20241,GRATIOT @ MARTIN, ,42.501398,-82.934216, , ,342
20270,12 MILE RD & EDGEWORTH, ,42.504331,-83.118941, , ,343
20281,14 MILE RD @ MANKATO, ,42.532298,-83.186621, , ,344
20299,MAIN ST @ FOREST, ,42.496225,-83.144436, , ,345
20315,MAIN ST @ VINSETTA, ,42.511181,-83.145216, , ,346
20387,10 MILE RD @ TAMARAK, ,42.472541,-83.253091, , ,347
20389,10 MILE RD @ RED RIVER, ,42.47294,-83.236148, , ,348
20501,9 MILE RD @  BRACE LEDERLE SCH, ,42.458531,-83.229218, , ,349
20719,HARPER @ ROYAL PLAZA, ,42.54065,-82.881763, , ,350
20724,HARPER @ FRANCIS, ,42.519845,-82.898755, , ,351
20739,HARPER @ NILL, ,42.474473,-82.904175, , ,352
20805,LITTLE MACK @ MEIER, ,42.500246,-82.907941, , ,353
20878,E JEFFERSON @ SUNNYDALE, ,42.487825,-82.889281, , ,354
20918,E JEFFERSON @  SOCIA, ,42.522411,-82.876678, , ,355
20976,VAN DYKE @ 17 MILE RD, ,42.579338,-83.030441, , ,356
21103,EUREKA RD @ HAMPDEN, ,42.196755,-83.295293, , ,357
21130,PARDEE @ GOLDENRIDGE, ,42.222005,-83.254156, , ,358
30,JOHN R & 11 MILE RD, ,42.491425,-83.105193, , ,359
223,SOUTHFIELD & FORT SE, ,42.249906,-83.176131, , ,360
424,BEECH DALY  & 8 MILE RD., ,42.441786,-83.29766, , ,361
532,10 MILE RD. & HAGGERTY, ,42.467956,-83.434258, , ,362
588,EVERGREEN & CIVIC CENTER DR., ,42.479321,-83.240948, , ,363
589,EVERGREEN & 10 MILE RD, ,42.473741,-83.240741, , ,364
18539,12 MILE RD @ SCHULMAN, ,42.49946,-83.346838, , ,365
18702,WOODWARD @ OAKRIDGE ST SW, ,42.467178,-83.139366, , ,366
18742,14 MILE RD @ GROSEBECK NS, ,42.539363,-82.933611, , ,367
18793,FORD RD @ VENOY SW, ,42.324841,-83.36642, , ,368
18843,MIDDLEBELT @ BLOCK, ,42.330596,-83.331008, , ,369
18889,KERCHEVAL @ MERRIWEATHER, ,42.400175,-82.898898, , ,370
18910,CHALFONTE @ KERBY, ,42.411976,-82.907895, , ,371
18946,KERCHEVAL @ BERKSHIRE, ,42.38378,-82.933818, , ,372
19412,MIDDLEBELT @ GLENWOOD, ,42.303296,-83.329943, , ,373
